V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,T1,T2
4.16,12.00,14718.50,1547.45,7714.87,113.74,113.74,640.42,288.00,604.93,1.66,1.00,9.01,1.02,17.24,0.34,0.99,0.98
5.14,15.00,21625.05,1924.31,8462.31,175.21,175.21,707.46,288.00,635.51,2.09,1.00,11.21,1.03,25.24,0.50,0.99,0.98
6.18,18.00,29761.48,2306.85,8791.19,245.99,245.99,775.97,288.00,666.24,2.51,1.00,13.37,1.03,34.48,0.68,0.99,0.98
7.15,21.00,39006.75,2678.01,9115.97,332.45,332.45,825.09,288.00,687.48,2.99,1.00,15.74,1.04,44.20,0.88,0.99,0.98
8.21,24.00,50990.82,3087.34,9297.81,437.92,437.92,922.55,288.00,729.14,3.60,1.00,18.68,1.04,60.57,1.20,0.99,0.98
9.30,27.00,72760.16,3560.37,9737.46,644.97,644.97,1069.24,288.00,774.95,4.54,1.00,22.95,1.05,89.17,1.77,0.99,0.98
1.14,3.00,4325.31,1386.25,6639.13,9.62,9.62,568.12,288.00,562.92,1.25,1.00,6.79,1.02,4.58,0.21,0.99,0.98
2.09,6.00,5016.74,1394.99,6769.19,31.63,31.63,554.71,288.00,566.10,1.28,1.00,6.94,1.02,0.00,0.19,0.99,0.98
3.14,9.00,8375.08,1386.74,7039.13,60.31,60.31,584.61,288.00,578.60,1.39,1.00,7.56,1.02,12.28,0.24,0.99,0.98
4.16,12.00,14718.56,1547.45,7716.81,113.73,113.73,639.54,288.00,604.77,1.66,1.00,9.00,1.02,17.20,0.34,0.99,0.98
5.14,15.00,21625.19,1924.31,8463.20,175.21,175.21,706.49,288.00,635.33,2.09,1.00,11.20,1.03,25.18,0.50,0.99,0.98
6.18,18.00,29761.54,2306.85,8792.20,246.03,246.03,774.86,288.00,666.01,2.51,1.00,13.36,1.03,34.40,0.68,0.99,0.98
7.15,21.00,39006.06,2678.02,9116.47,332.35,332.35,824.06,288.00,687.30,2.99,1.00,15.72,1.04,44.12,0.87,0.99,0.98
8.21,24.00,50991.49,3087.37,9298.25,437.99,437.99,921.48,288.00,728.97,3.60,1.00,18.66,1.04,60.47,1.20,0.99,0.98
9.30,27.00,72760.98,3560.37,9738.38,644.88,644.88,1068.36,288.00,774.78,4.54,1.00,22.92,1.05,89.06,1.76,0.99,0.98
1.14,3.00,4872.95,1380.56,6638.15,9.28,9.28,583.51,288.00,564.91,1.27,1.00,6.88,1.02,4.81,0.23,0.99,0.98
2.09,6.00,5102.17,1394.93,6771.61,31.62,31.62,556.28,288.00,566.30,1.28,1.00,6.95,1.02,0.00,0.19,0.99,0.98
3.14,9.00,8375.14,1386.74,7041.65,60.30,60.30,583.81,288.00,578.46,1.39,1.00,7.55,1.02,12.24,0.24,0.99,0.98
4.16,12.00,14718.64,1547.45,7718.75,113.74,113.74,638.66,288.00,604.61,1.66,1.00,8.99,1.02,17.16,0.34,0.99,0.98
5.14,15.00,21625.23,1924.31,8464.09,175.23,175.23,705.52,288.00,635.15,2.09,1.00,11.19,1.03,25.13,0.50,0.99,0.98
6.18,18.00,29761.62,2306.84,8793.21,246.03,246.03,773.75,288.00,665.79,2.51,1.00,13.34,1.03,34.33,0.68,0.99,0.98
7.15,21.00,39005.44,2678.02,9116.98,332.38,332.38,823.03,288.00,687.13,2.99,1.00,15.70,1.04,44.04,0.87,0.99,0.98
8.21,24.00,50992.06,3087.40,9298.69,438.08,438.08,920.41,288.00,728.80,3.60,1.00,18.64,1.04,60.37,1.20,0.99,0.98
9.30,27.00,72761.66,3560.38,9739.30,645.06,645.06,1067.47,288.00,774.62,4.54,1.00,22.90,1.05,88.95,1.76,0.99,0.98
1.14,3.00,5335.67,1368.25,6632.83,8.56,8.56,599.91,288.00,566.29,1.28,1.00,6.94,1.02,9.63,0.25,0.99,0.98
2.09,6.00,5348.58,1395.06,6774.08,31.66,31.66,562.32,288.00,567.15,1.29,1.00,6.99,1.02,0.00,0.20,0.99,0.98
3.14,9.00,8375.25,1386.74,7044.16,60.31,60.31,583.01,288.00,578.31,1.39,1.00,7.54,1.02,12.21,0.24,0.99,0.98
4.16,12.00,14718.80,1547.45,7720.70,113.72,113.72,637.79,288.00,604.45,1.66,1.00,8.98,1.02,17.12,0.34,0.99,0.98
5.14,15.00,21625.60,1924.32,8464.99,175.22,175.22,704.55,288.00,634.97,2.09,1.00,11.17,1.03,25.07,0.50,0.99,0.98
6.18,18.00,29761.71,2306.84,8794.22,246.03,246.03,772.64,288.00,665.56,2.51,1.00,13.33,1.03,34.26,0.68,0.99,0.98
7.15,21.00,39004.84,2678.03,9117.48,332.46,332.46,822.01,288.00,686.96,2.99,1.00,15.68,1.04,43.96,0.87,0.99,0.98
8.21,24.00,50992.56,3087.42,9299.13,438.11,438.11,919.35,288.00,728.63,3.60,1.00,18.62,1.04,60.27,1.19,0.99,0.98
9.30,27.00,72762.73,3560.38,9740.22,644.96,644.96,1066.59,288.00,774.46,4.54,1.00,22.87,1.05,88.85,1.76,0.99,0.98
1.14,3.00,5311.38,1357.93,6628.42,7.96,7.96,601.91,288.00,565.87,1.28,1.00,6.92,1.02,14.92,0.26,0.99,0.98
2.09,6.00,5388.21,1394.83,6776.49,31.61,31.61,562.59,288.00,567.09,1.29,1.00,6.99,1.02,0.00,0.20,0.99,0.98
3.14,9.00,8375.36,1386.74,7046.68,60.31,60.31,582.22,288.00,578.17,1.39,1.00,7.53,1.02,12.18,0.24,0.99,0.98
4.16,12.00,14718.76,1547.45,7722.63,113.73,113.73,636.92,288.00,604.29,1.66,1.00,8.97,1.02,17.07,0.34,0.99,0.98
5.14,15.00,21625.83,1924.32,8465.88,175.26,175.26,703.59,288.00,634.79,2.09,1.00,11.16,1.03,25.02,0.50,0.99,0.98
6.18,18.00,29761.79,2306.83,8795.23,246.01,246.01,771.54,288.00,665.34,2.51,1.00,13.31,1.03,34.18,0.68,0.99,0.98
7.15,21.00,39004.24,2678.03,9117.98,332.46,332.46,820.99,288.00,686.79,2.98,1.00,15.67,1.04,43.88,0.87,0.99,0.98
8.21,24.00,50992.88,3087.44,9299.56,437.96,437.96,918.29,288.00,728.46,3.60,1.00,18.60,1.04,60.17,1.19,0.99,0.98
9.30,27.00,72763.49,3560.38,9741.12,644.89,644.89,1065.71,288.00,774.31,4.54,1.00,22.84,1.05,88.74,1.76,0.99,0.98
1.14,3.00,4533.11,1343.10,6620.30,7.12,7.12,584.28,288.00,562.53,1.25,1.00,6.77,1.02,21.38,0.24,0.99,0.98
2.09,6.00,5852.43,1393.23,6777.82,31.32,31.32,574.61,288.00,568.64,1.31,1.00,7.06,1.02,0.00,0.22,0.99,0.98
3.14,9.00,8375.43,1386.74,7049.20,60.31,60.31,581.42,288.00,578.02,1.39,1.00,7.53,1.02,12.14,0.24,0.99,0.98
4.16,12.00,14718.88,1547.45,7724.58,113.72,113.72,636.05,288.00,604.13,1.66,1.00,8.96,1.02,17.03,0.34,0.99,0.98
5.14,15.00,21626.00,1924.32,8466.77,175.21,175.21,702.63,288.00,634.61,2.09,1.00,11.15,1.03,24.96,0.49,0.99,0.98
6.18,18.00,29761.88,2306.81,8796.24,245.96,245.96,770.44,288.00,665.12,2.51,1.00,13.30,1.03,34.11,0.68,0.99,0.98
7.15,21.00,39003.65,2678.03,9118.49,332.37,332.37,819.97,288.00,686.62,2.98,1.00,15.65,1.04,43.80,0.87,0.99,0.98
8.21,24.00,50993.21,3087.45,9299.99,438.05,438.05,917.23,288.00,728.29,3.60,1.00,18.58,1.04,60.07,1.19,0.99,0.98
9.30,27.00,72763.59,3560.39,9742.02,644.73,644.73,1064.83,288.00,774.15,4.53,1.00,22.81,1.05,88.64,1.76,0.99,0.98
1.14,3.00,3518.82,1335.93,6616.84,6.72,6.72,556.82,288.00,558.13,1.21,1.00,6.57,1.02,23.33,0.21,0.99,0.99
2.09,6.00,5814.08,1393.30,6780.37,31.33,31.33,572.98,288.00,568.33,1.31,1.00,7.05,1.02,0.00,0.22,0.99,0.99
3.14,9.00,8375.58,1386.74,7051.72,60.31,60.31,580.63,288.00,577.88,1.39,1.00,7.52,1.02,12.11,0.24,0.99,0.99
4.16,12.00,14718.97,1547.45,7726.53,113.74,113.74,635.18,288.00,603.97,1.66,1.00,8.95,1.02,16.99,0.34,0.99,0.99
5.14,15.00,21626.29,1924.32,8467.67,175.23,175.23,701.68,288.00,634.43,2.09,1.00,11.14,1.03,24.90,0.49,0.99,0.99
6.18,18.00,29761.98,2306.80,8797.25,245.94,245.94,769.35,288.00,664.89,2.51,1.00,13.29,1.03,34.04,0.67,0.99,0.99
7.15,21.00,39002.99,2678.04,9118.99,332.42,332.42,818.95,288.00,686.45,2.98,1.00,15.63,1.04,43.71,0.87,0.99,0.99
8.21,24.00,50993.38,3087.46,9300.42,438.10,438.10,916.18,288.00,728.13,3.60,1.00,18.55,1.04,59.98,1.19,0.99,0.99
9.30,27.00,72765.55,3560.38,9742.93,644.97,644.97,1063.96,288.00,773.99,4.53,1.00,22.79,1.05,88.53,1.75,0.99,0.99
1.14,3.00,2584.38,1334.72,6617.22,6.63,6.63,528.52,288.00,553.90,1.18,1.00,6.39,1.02,22.40,0.18,0.99,0.99
2.09,6.00,6245.44,1390.68,6781.12,30.85,30.85,584.28,288.00,569.74,1.32,1.00,7.11,1.02,0.24,0.23,0.99,0.99
3.14,9.00,8375.70,1386.74,7054.24,60.31,60.31,579.84,288.00,577.74,1.39,1.00,7.51,1.02,12.08,0.24,0.99,0.99
4.16,12.00,14719.06,1547.45,7728.48,113.73,113.73,634.32,288.00,603.81,1.66,1.00,8.94,1.02,16.95,0.34,0.99,0.99
5.14,15.00,21626.26,1924.32,8468.56,175.24,175.24,700.72,288.00,634.25,2.09,1.00,11.13,1.03,24.85,0.49,0.99,0.99
6.18,18.00,29762.00,2306.79,8798.25,246.00,246.00,768.26,288.00,664.67,2.51,1.00,13.27,1.03,33.97,0.67,0.99,0.99
7.15,21.00,39002.51,2678.04,9119.49,332.35,332.35,817.94,288.00,686.28,2.98,1.00,15.62,1.04,43.63,0.86,0.99,0.99
8.21,24.00,50993.50,3087.47,9300.85,438.04,438.04,915.12,288.00,727.96,3.60,1.00,18.53,1.04,59.88,1.19,0.99,0.99
9.30,27.00,72766.15,3560.39,9743.82,644.98,644.98,1063.09,288.00,773.84,4.53,1.00,22.76,1.05,88.42,1.75,0.99,0.99
1.14,3.00,1555.59,1341.61,6622.63,7.01,7.01,491.82,288.00,548.72,1.15,1.00,6.17,1.02,16.56,0.13,0.99,0.99
2.09,6.00,6287.37,1390.20,6783.32,30.76,30.76,584.81,288.00,569.76,1.32,1.00,7.11,1.02,0.41,0.23,0.99,0.99
3.14,9.00,8375.82,1386.74,7056.76,60.32,60.32,579.05,288.00,577.59,1.39,1.00,7.50,1.02,12.04,0.24,0.99,0.99
4.16,12.00,14719.04,1547.45,7730.43,113.75,113.75,633.45,288.00,603.65,1.66,1.00,8.93,1.02,16.91,0.34,0.99,0.99
5.14,15.00,21626.37,1924.32,8469.45,175.22,175.22,699.77,288.00,634.07,2.09,1.00,11.12,1.03,24.79,0.49,0.99,0.99
6.18,18.00,29762.05,2306.77,8799.26,246.00,246.00,767.17,288.00,664.45,2.51,1.00,13.26,1.03,33.89,0.67,0.99,0.99
7.15,21.00,39001.91,2678.05,9120.00,332.40,332.40,816.93,288.00,686.11,2.98,1.00,15.60,1.04,43.55,0.86,0.99,0.99
8.21,24.00,50993.65,3087.48,9301.27,437.98,437.98,914.07,288.00,727.79,3.60,1.00,18.51,1.04,59.78,1.18,0.99,0.99
9.30,27.00,72767.06,3560.39,9744.71,645.05,645.05,1062.22,288.00,773.68,4.53,1.00,22.73,1.05,88.32,1.75,0.99,0.99
1.14,3.00,1216.97,1348.02,6628.63,7.35,7.35,476.38,288.00,546.72,1.13,1.00,6.09,1.02,12.41,0.11,0.99,0.99
2.09,6.00,6361.23,1389.39,6785.29,30.61,30.61,586.28,288.00,569.85,1.32,1.00,7.12,1.02,1.04,0.24,0.99,0.99
3.14,9.00,8375.91,1386.74,7059.28,60.32,60.32,578.26,288.00,577.45,1.39,1.00,7.50,1.02,12.01,0.24,0.99,0.99
4.16,12.00,14719.19,1547.45,7732.39,113.73,113.73,632.59,288.00,603.49,1.66,1.00,8.93,1.02,16.86,0.33,0.99,0.99
5.14,15.00,21626.60,1924.33,8470.34,175.25,175.25,698.82,288.00,633.90,2.09,1.00,11.11,1.03,24.74,0.49,0.99,0.99
6.18,18.00,29762.08,2306.77,8800.27,245.95,245.95,766.08,288.00,664.23,2.51,1.00,13.25,1.03,33.82,0.67,0.99,0.99
7.15,21.00,39001.31,2678.05,9120.50,332.39,332.39,815.92,288.00,685.94,2.98,1.00,15.58,1.04,43.47,0.86,0.99,0.99
8.21,24.00,50993.68,3087.48,9301.70,437.97,437.97,913.03,288.00,727.63,3.59,1.00,18.49,1.04,59.68,1.18,0.99,0.99
9.30,27.00,72767.36,3560.40,9745.59,644.95,644.95,1061.35,288.00,773.53,4.53,1.00,22.71,1.05,88.21,1.75,0.99,0.99
1.14,3.00,1219.19,1364.72,6641.92,8.29,8.29,469.07,288.00,546.66,1.14,1.00,6.09,1.02,2.82,0.10,0.99,0.99
2.09,6.00,6387.58,1388.90,6787.40,30.52,30.52,586.36,288.00,569.80,1.32,1.00,7.12,1.02,1.22,0.24,0.99,0.99
3.14,9.00,8375.98,1386.74,7061.80,60.32,60.32,577.48,288.00,577.30,1.39,1.00,7.49,1.02,11.98,0.24,0.99,0.99
4.16,12.00,14719.27,1547.45,7734.34,113.75,113.75,631.74,288.00,603.34,1.66,1.00,8.92,1.02,16.82,0.33,0.99,0.99
5.14,15.00,21626.80,1924.33,8471.24,175.27,175.27,697.87,288.00,633.72,2.09,1.00,11.10,1.03,24.68,0.49,0.99,0.99
6.18,18.00,29762.13,2306.76,8801.28,245.94,245.94,765.00,288.00,664.01,2.51,1.00,13.23,1.03,33.75,0.67,0.99,0.99
7.15,21.00,39000.78,2678.05,9121.00,332.29,332.29,814.91,288.00,685.77,2.98,1.00,15.57,1.04,43.39,0.86,0.99,0.99
8.21,24.00,50993.60,3087.48,9302.12,438.04,438.04,911.98,288.00,727.46,3.59,1.00,18.47,1.04,59.58,1.18,0.99,0.99
9.30,27.00,72768.96,3560.39,9746.48,644.74,644.74,1060.49,288.00,773.38,4.53,1.00,22.68,1.05,88.11,1.74,0.99,0.99
1.14,3.00,1512.79,1380.88,6655.25,9.22,9.22,475.43,288.00,548.24,1.15,1.00,6.16,1.02,1.64,0.10,0.99,0.99
2.09,6.00,6530.61,1387.40,6788.92,30.24,30.24,589.88,288.00,570.13,1.32,1.00,7.13,1.02,2.23,0.24,0.99,0.99
3.14,9.00,8376.03,1386.74,7064.31,60.32,60.32,576.69,288.00,577.16,1.39,1.00,7.48,1.02,11.94,0.24,0.99,0.99
4.16,12.00,14719.42,1547.45,7736.31,113.75,113.75,630.88,288.00,603.18,1.66,1.00,8.91,1.02,16.78,0.33,0.99,0.99
5.14,15.00,21627.03,1924.33,8472.13,175.23,175.23,696.93,288.00,633.54,2.09,1.00,11.08,1.03,24.63,0.49,0.99,0.99
6.18,18.00,29762.16,2306.76,8802.29,245.97,245.97,763.92,288.00,663.79,2.51,1.00,13.22,1.03,33.68,0.67,0.99,0.99
7.15,21.00,39000.21,2678.06,9121.50,332.41,332.41,813.91,288.00,685.60,2.98,1.00,15.55,1.04,43.31,0.86,0.99,0.99
8.21,24.00,50993.59,3087.47,9302.54,437.95,437.95,910.95,288.00,727.30,3.59,1.00,18.45,1.04,59.49,1.18,0.99,0.99
9.30,27.00,72768.95,3560.40,9747.34,644.90,644.90,1059.62,288.00,773.22,4.53,1.00,22.65,1.05,88.01,1.74,0.99,0.99
1.14,3.00,1802.14,1391.53,6664.93,9.84,9.84,482.28,288.00,549.70,1.16,1.00,6.22,1.02,0.79,0.11,0.99,0.99
2.09,6.00,6537.32,1387.17,6791.30,30.20,30.20,589.29,288.00,570.00,1.32,1.00,7.13,1.02,2.40,0.24,0.99,0.99
3.14,9.00,8376.22,1386.74,7066.84,60.32,60.32,575.91,288.00,577.02,1.39,1.00,7.48,1.02,11.91,0.24,0.99,0.99
4.16,12.00,14719.44,1547.45,7738.26,113.75,113.75,630.02,288.00,603.02,1.66,1.00,8.90,1.02,16.74,0.33,0.99,0.99
5.14,15.00,21627.12,1924.33,8473.02,175.23,175.23,695.98,288.00,633.36,2.09,1.00,11.07,1.03,24.57,0.49,0.99,0.99
6.18,18.00,29762.24,2306.75,8803.31,245.94,245.94,762.85,288.00,663.57,2.51,1.00,13.20,1.03,33.61,0.67,0.99,0.99
7.15,21.00,38999.73,2678.06,9122.00,332.32,332.32,812.91,288.00,685.43,2.98,1.00,15.53,1.04,43.23,0.86,0.99,0.99
8.21,24.00,50993.54,3087.47,9302.96,437.99,437.99,909.91,288.00,727.13,3.59,1.00,18.43,1.04,59.39,1.18,0.99,0.99
9.30,27.00,72770.49,3560.40,9748.22,644.80,644.80,1058.77,288.00,773.07,4.53,1.00,22.63,1.05,87.90,1.74,0.99,0.99
1.14,3.00,2605.26,1406.08,6677.78,10.71,10.71,504.94,288.00,553.89,1.19,1.00,6.39,1.02,0.00,0.13,0.99,0.99
2.09,6.00,6755.87,1383.75,6791.64,29.56,29.56,595.38,288.00,570.55,1.33,1.00,7.15,1.02,4.47,0.25,0.99,0.99
3.14,9.00,8376.33,1386.74,7069.37,60.32,60.32,575.13,288.00,576.87,1.39,1.00,7.47,1.02,11.88,0.24,0.99,0.99
4.16,12.00,14719.55,1547.45,7740.22,113.75,113.75,629.17,288.00,602.86,1.66,1.00,8.89,1.02,16.70,0.33,0.99,0.99
5.14,15.00,21627.29,1924.33,8473.92,175.23,175.23,695.04,288.00,633.19,2.09,1.00,11.06,1.03,24.52,0.49,0.99,0.99
6.18,18.00,29762.40,2306.76,8804.34,245.94,245.94,761.77,288.00,663.35,2.51,1.00,13.19,1.03,33.54,0.66,0.99,0.99
7.15,21.00,38999.13,2678.06,9122.51,332.27,332.27,811.91,288.00,685.27,2.98,1.00,15.51,1.04,43.15,0.85,0.99,0.99
8.21,24.00,50993.43,3087.47,9303.37,438.01,438.01,908.88,288.00,726.97,3.59,1.00,18.41,1.04,59.29,1.17,0.99,0.99
9.30,27.00,72770.61,3560.40,9749.07,645.09,645.09,1057.91,288.00,772.92,4.53,1.00,22.60,1.05,87.80,1.74,0.99,0.99
1.14,3.00,4130.69,1410.75,6684.46,11.02,11.02,548.70,288.00,560.67,1.25,1.00,6.69,1.02,0.00,0.19,0.99,0.99
2.09,6.00,6717.89,1384.11,6794.29,29.63,29.63,593.45,288.00,570.25,1.33,1.00,7.14,1.02,4.48,0.25,0.99,0.99
3.14,9.00,8376.37,1386.74,7071.89,60.33,60.33,574.35,288.00,576.73,1.39,1.00,7.46,1.02,11.84,0.23,0.99,0.99
4.16,12.00,14719.65,1547.46,7742.19,113.76,113.76,628.32,288.00,602.71,1.66,1.00,8.88,1.02,16.65,0.33,0.99,0.99
5.14,15.00,21627.54,1924.33,8474.81,175.26,175.26,694.10,288.00,633.01,2.09,1.00,11.05,1.03,24.46,0.48,0.99,0.99
6.18,18.00,29762.67,2306.77,8805.37,245.96,245.96,760.71,288.00,663.14,2.51,1.00,13.18,1.03,33.46,0.66,0.99,0.99
7.15,21.00,38998.64,2678.06,9123.01,332.31,332.31,810.92,288.00,685.10,2.98,1.00,15.50,1.04,43.07,0.85,0.99,0.99
8.21,24.00,50993.40,3087.47,9303.79,438.11,438.11,907.85,288.00,726.81,3.59,1.00,18.39,1.04,59.20,1.17,0.99,0.99
9.30,27.00,72772.55,3560.40,9749.95,644.79,644.79,1057.06,288.00,772.78,4.52,1.00,22.57,1.05,87.69,1.74,0.99,0.99
1.14,3.00,6559.99,1381.72,6669.63,9.30,9.30,618.45,288.00,569.22,1.32,1.00,7.08,1.02,1.57,0.27,0.99,0.99
2.09,6.00,6859.54,1380.22,6794.35,28.91,28.91,597.54,288.00,570.52,1.33,1.00,7.15,1.02,6.79,0.26,0.99,0.99
3.14,9.00,8376.47,1386.74,7074.41,60.32,60.32,573.57,288.00,576.59,1.39,1.00,7.45,1.02,11.81,0.23,0.99,0.99
4.16,12.00,14719.62,1547.46,7744.14,113.76,113.76,627.47,288.00,602.55,1.66,1.00,8.87,1.02,16.61,0.33,0.99,0.99
5.14,15.00,21627.62,1924.33,8475.71,175.23,175.23,693.17,288.00,632.83,2.09,1.00,11.04,1.03,24.41,0.48,0.99,0.99
6.18,18.00,29763.05,2306.79,8806.42,245.93,245.93,759.64,288.00,662.92,2.51,1.00,13.16,1.03,33.39,0.66,0.99,0.99
7.15,21.00,38998.21,2678.06,9123.51,332.29,332.29,809.93,288.00,684.93,2.98,1.00,15.48,1.04,42.99,0.85,0.99,0.99
8.21,24.00,50993.40,3087.47,9304.21,438.09,438.09,906.82,288.00,726.64,3.59,1.00,18.37,1.04,59.10,1.17,0.99,0.99
9.30,27.00,72772.89,3560.40,9750.79,644.91,644.91,1056.20,288.00,772.63,4.52,1.00,22.55,1.05,87.59,1.73,0.99,0.99
1.14,3.00,4875.81,1321.41,6631.83,5.89,5.89,591.04,288.00,561.90,1.25,1.00,6.74,1.02,29.43,0.26,0.99,1.00
2.09,6.00,6891.51,1378.76,6795.93,28.63,28.63,597.98,288.00,570.46,1.33,1.00,7.15,1.02,7.41,0.26,0.99,1.00
3.14,9.00,8376.61,1386.74,7076.94,60.33,60.33,572.79,288.00,576.44,1.39,1.00,7.45,1.02,11.78,0.23,0.99,1.00
4.16,12.00,14719.77,1547.46,7746.12,113.75,113.75,626.63,288.00,602.39,1.66,1.00,8.86,1.02,16.57,0.33,0.99,1.00
5.14,15.00,21627.88,1924.34,8476.60,175.28,175.28,692.24,288.00,632.66,2.09,1.00,11.03,1.03,24.35,0.48,0.99,1.00
6.18,18.00,29763.64,2306.81,8807.47,245.98,245.98,758.58,288.00,662.71,2.51,1.00,13.15,1.03,33.32,0.66,0.99,1.00
7.15,21.00,38997.68,2678.07,9124.01,332.37,332.37,808.94,288.00,684.77,2.98,1.00,15.46,1.04,42.91,0.85,0.99,1.00
8.21,24.00,50993.30,3087.47,9304.62,437.95,437.95,905.79,288.00,726.48,3.59,1.00,18.35,1.04,59.01,1.17,0.99,1.00
9.30,27.00,72773.84,3560.40,9751.65,644.79,644.79,1055.35,288.00,772.48,4.52,1.00,22.52,1.05,87.49,1.73,0.99,1.00
1.14,3.00,829.33,1329.83,6634.67,6.31,6.31,466.21,288.00,543.52,1.12,1.00,5.96,1.02,18.26,0.11,0.99,1.00
2.09,6.00,6948.63,1373.84,6795.34,27.73,27.73,600.10,288.00,570.40,1.33,1.00,7.14,1.02,10.18,0.26,0.99,1.00
3.14,9.00,8376.70,1386.74,7079.46,60.33,60.33,572.02,288.00,576.30,1.39,1.00,7.44,1.02,11.74,0.23,0.99,1.00
4.16,12.00,14719.83,1547.46,7748.08,113.75,113.75,625.78,288.00,602.24,1.66,1.00,8.85,1.02,16.53,0.33,0.99,1.00
5.14,15.00,21627.95,1924.34,8477.50,175.23,175.23,691.30,288.00,632.48,2.09,1.00,11.02,1.03,24.30,0.48,0.99,1.00
6.18,18.00,29764.48,2306.84,8808.52,245.94,245.94,757.53,288.00,662.50,2.51,1.00,13.14,1.03,33.25,0.66,0.99,1.00
7.15,21.00,38997.15,2678.07,9124.51,332.24,332.24,807.95,288.00,684.60,2.98,1.00,15.45,1.04,42.83,0.85,0.99,1.00
8.21,24.00,50993.27,3087.47,9305.04,438.01,438.01,904.77,288.00,726.32,3.59,1.00,18.33,1.04,58.91,1.17,0.99,1.00
9.30,27.00,72774.58,3560.40,9752.49,645.08,645.08,1054.51,288.00,772.33,4.52,1.00,22.49,1.05,87.38,1.73,0.99,1.00
1.14,3.00,599.69,1354.41,6652.79,7.67,7.67,444.77,288.00,541.90,1.11,1.00,5.90,1.02,4.12,0.07,0.99,1.00
2.09,6.00,6940.45,1371.91,6796.63,27.36,27.36,599.61,288.00,570.19,1.33,1.00,7.13,1.02,11.28,0.26,0.99,1.00
3.14,9.00,8376.84,1386.74,7081.99,60.33,60.33,571.25,288.00,576.16,1.39,1.00,7.43,1.02,11.71,0.23,0.99,1.00
4.16,12.00,14719.93,1547.46,7750.05,113.75,113.75,624.94,288.00,602.08,1.66,1.00,8.85,1.02,16.49,0.33,0.99,1.00
5.14,15.00,21628.08,1924.34,8478.39,175.26,175.26,690.38,288.00,632.31,2.08,1.00,11.01,1.03,24.24,0.48,0.99,1.00
6.18,18.00,29765.67,2306.89,8809.60,245.95,245.95,756.48,288.00,662.29,2.51,1.00,13.13,1.03,33.18,0.66,0.99,1.00
7.15,21.00,38996.63,2678.07,9125.01,332.24,332.24,806.97,288.00,684.44,2.98,1.00,15.43,1.04,42.76,0.85,0.99,1.00
8.21,24.00,50993.20,3087.47,9305.45,438.05,438.05,903.76,288.00,726.16,3.59,1.00,18.31,1.04,58.81,1.16,0.99,1.00
9.30,27.00,72775.57,3560.40,9753.33,645.09,645.09,1053.66,288.00,772.19,4.52,1.00,22.47,1.05,87.28,1.73,0.99,1.00
1.14,3.00,1072.20,1374.97,6669.51,8.84,8.84,456.42,288.00,544.56,1.13,1.00,6.01,1.02,0.00,0.08,0.99,1.00
2.09,6.00,6927.34,1369.36,6797.55,26.90,26.90,599.16,288.00,569.94,1.33,1.00,7.12,1.02,12.54,0.26,0.99,1.00
3.14,9.00,8376.90,1386.74,7084.51,60.33,60.33,570.47,288.00,576.02,1.39,1.00,7.43,1.02,11.68,0.23,0.99,1.00
4.16,12.00,14720.11,1547.46,7752.03,113.75,113.75,624.10,288.00,601.92,1.66,1.00,8.84,1.02,16.45,0.33,0.99,1.00
5.14,15.00,21628.31,1924.34,8479.29,175.28,175.28,689.45,288.00,632.13,2.08,1.00,10.99,1.03,24.19,0.48,0.99,1.00
6.18,18.00,29767.38,2306.95,8810.70,245.97,245.97,755.43,288.00,662.08,2.51,1.00,13.11,1.03,33.12,0.66,0.99,1.00
7.15,21.00,38996.21,2678.07,9125.51,332.37,332.37,805.99,288.00,684.27,2.98,1.00,15.41,1.04,42.68,0.85,0.99,1.00
8.21,24.00,50993.12,3087.47,9305.87,437.99,437.99,902.74,288.00,726.00,3.59,1.00,18.29,1.04,58.72,1.16,0.99,1.00
9.30,27.00,72775.98,3560.40,9754.16,644.87,644.87,1052.82,288.00,772.04,4.52,1.00,22.44,1.05,87.18,1.73,0.99,1.00
1.14,3.00,1664.30,1393.25,6684.81,9.92,9.92,472.57,288.00,547.86,1.16,1.00,6.14,1.02,0.00,0.10,0.99,1.00
2.09,6.00,6880.26,1366.85,6798.47,26.43,26.43,597.82,288.00,569.58,1.33,1.00,7.11,1.02,13.78,0.26,0.99,1.00
3.14,9.00,8377.02,1386.75,7087.04,60.34,60.34,569.70,288.00,575.87,1.39,1.00,7.42,1.02,11.65,0.23,0.99,1.00
4.16,12.00,14720.10,1547.46,7754.00,113.75,113.75,623.27,288.00,601.77,1.66,1.00,8.83,1.02,16.41,0.33,0.99,1.00
5.14,15.00,21628.55,1924.34,8480.19,175.24,175.24,688.53,288.00,631.96,2.08,1.00,10.98,1.03,24.14,0.48,0.99,1.00
6.18,18.00,29769.79,2307.02,8811.82,246.04,246.04,754.39,288.00,661.87,2.51,1.00,13.10,1.03,33.05,0.65,0.99,1.00
7.15,21.00,38995.69,2678.08,9126.01,332.37,332.37,805.01,288.00,684.11,2.98,1.00,15.40,1.04,42.60,0.84,0.99,1.00
8.21,24.00,50993.17,3087.46,9306.28,438.06,438.06,901.73,288.00,725.84,3.59,1.00,18.27,1.04,58.62,1.16,0.99,1.00
